Sample_ID,Q,A,Date_Measured,Time_HHMMSS,Time_s,Curve_Type,Campaign,State,Site,Species,Tree_Rep,Plot,Leaf_Type,Sample_Height_m,Tree_DBH_cm,A_fs,Alpha,Ca,CF_CO2_a,CF_H2O_a,Ci,CO2_pct,CO2_a,CO2_Adj,CO2_at,CO2_cv,CO2_Match,CO2_r,CO2_r_sp,CO2_s,CO2_t,Convert,Corr_Fact,Corr_Fact_pct,dF_dt,dF_dc_dt,DIAG,E,EB_Sum,Elapsed,Emm,F,F_avg,F_blue,F_dc,F_dc_avg,F_red,Fan,Fan_Speed,Flow,Flow_r,Flow_s,GBW,GSW,GTC,GTW,H2O_a,H2O_adj,H2O_at,H2O_cv,H2O_Elapsed,H2O_Match,H2O_r,H2O_s,H2O_t,Lat_H_Flux,Leak,Leak_pct,Match_CO2,Match_H2O,Net_Therm,Obs,Pa,Pc,Pca,Pci,Phi_CO2,Q_blue,Q_red,Q_abs,Q_abs_fs,Q_amb_out,Q_in,R_abs,RH_cham,Sen_H_Flux,SS_r,SS_s,SVP_Cham,SVP_Leaf,T_Air,T_Chopper,T_Digital,T_Drive,T_IRGA,T_Leaf,T_Leaf_Cnd,T_Leaf_EB,T_LED,T_Preamp,T_Pwr_Spy,T_r,T_s,TSPF,T_xchg,T_xchg_sp,VP_Cham,VPD_Leaf,Delta-P_Cham,Original_File_Name
HF_HFPR_08-18-2021_TSCA_1_19.5,500.003,8.026014346,8/10/2021,11:54:06,1618588447,LRC,HF_2021,MA,HF,TSCA,1,HFPR,Needleleaf,19.47672,46.3,8.026014346,0.8423988,395.4399928,1.280952381,0.00707845,255.8174327,29.8832,394.159,0.059,400,0.3,1.281,399.959,400,395.44,1618587894,0.164229684,1.003826691,0.38266907,0.187169226,-20.79,18,0.004563619,-1.159770022,182,4.563618617,2.2851,2.401772,0.0799602,2789.71,2792.2696,0.92004,51415.19048,10007.5,999.957,779.763,982.639,2.77555806,0.111075085,0.068126953,0.108663417,2.56326,0.001,0,0.03,9.3,0.007,0.479386,2.57033,1618587891,-201.255581,98,10,1.281,0.0071,8.79117019,6,98.4192,4229.01,38.9584436,25.20293649,0.019055028,39.98,460.02,421.2019272,421.2019272,2.28883,500.003,82.11533469,5.654336395,109.1893061,99.9369,99.8217,4.47845538,4.295298656,30.8716,30.0001,43.5,41.5,28.4973,30.1419,30.1419,30.13492503,40.812,42.625,42.25,28.2178,28.2579,1618506084,29.6287,-9999,0.253226932,4.042071724,0.10003,2021-08-10-HF_TSCA1
HF_HFPR_08-18-2021_TSCA_1_19.5,750,8.778700952,8/10/2021,11:53:29,1618588410,LRC,HF_2021,MA,HF,TSCA,1,HFPR,Needleleaf,19.47672,46.3,8.778700952,0.84159,395.1379921,1.280952381,0.00707845,246.5936005,29.8794,393.857,0.059,400,0.3,1.281,400.019,400,395.138,1618587894,0.1626687,1.003836924,0.383692382,0.220999977,-16.47692303,18,0.00465871,32.56770672,145,4.65870964,2.2666,2.340704,0.0530036,3991.46,3992.2392,0.946996,51278.58831,9983.12,1000.04,779.651,982.891,2.770516688,0.112797937,0.069161289,0.110307361,2.60679,0.001,0,0.03,8.7,0.007,0.47965,2.61387,1618587891,-205.4490951,98,10,1.281,0.0071,8.667301288,5,98.4186,6392.9,38.92844258,24.29405679,0.01390812,39.75,710.25,631.1925,631.1925,2.36267,750,122.001525,5.718804927,107.3479756,99.9378,99.8208,4.502948107,4.321641442,30.9672,30.0001,43.5,41.625,28.4948,30.2485,30.2485,30.45039004,41.125,42.687,42.25,28.2154,28.2555,1618506046,29.6142,-9999,0.257514818,4.064126623,0.100002,2021-08-10-HF_TSCA1
HF_HFPR_08-18-2021_TSCA_1_19.5,999.979,9.169605586,8/10/2021,11:52:54,1618588375,LRC,HF_2021,MA,HF,TSCA,1,HFPR,Needleleaf,19.47672,46.3,9.169605586,0.841200324,394.9459918,1.280952381,0.00707845,242.6865128,29.8802,393.665,0.059,400,0.3,1.281,400.024,400,394.946,1618587894,0.161916625,1.003788369,0.3788369,-0.224446147,-6.931538476,18,0.004755123,63.08951825,110,4.755123246,2.5803,2.348264,0.040007,5321.5,5322.498,0.959993,51403.37265,10011.2,1000.02,779.771,983.966,2.776293515,0.114487788,0.070180302,0.111928152,2.65041,0.001,0,0.03,8.1,0.007,0.479048,2.65749,1618587891,-209.7009352,97,10,1.281,0.0071,8.274648412,4,98.4179,8555.46,38.90927145,23.90897894,0.01090085,40.01,959.97,841.1826588,841.1826588,2.47489,999.979,161.9132251,5.788402268,102.6025799,99.9397,99.8174,4.523018064,4.349270885,31.0452,30.0001,43.437,41.75,28.49,30.3597,30.3597,30.74982651,41.312,42.687,42.187,28.213,28.2531,1618506012,29.5959,-9999,0.26181048,4.087460404,0.100055,2021-08-10-HF_TSCA1
HF_HFPR_08-18-2021_TSCA_1_19.5,1500,9.378248234,8/10/2021,11:51:04,1618588265,LRC,HF_2021,MA,HF,TSCA,1,HFPR,Needleleaf,19.47672,46.3,9.378248234,0.84081,394.7834916,1.280952381,0.00707845,242.4627505,29.8805,393.5025,0.059,400,0.3,1.281,399.9815,400,394.7835,1618587894,0.1611633,1.003403518,0.340351746,0.220099999,42.56230761,18,0.004881417,126.945123,37,4.881416963,2.34405,2.351352,0.027002,8202.67,8199.2044,0.972998,51294.93824,9989.975,1000.045,779.7535,994.979,2.77188561,0.11715329,0.071779941,0.114470421,2.70863,0.001,0,0.03,6.85,0.007,0.478739,2.71571,1618587891,-215.2704881,87,9,1.281,0.0071,7.512496115,1,98.41645,12881.15,38.8927824,23.88663975,0.007435887,40.5,1459.5,1261.215,1261.215,2.68753,1500,241.74495,5.908878998,92.95816493,99.93975,99.81685,4.527835627,4.369773556,31.06375,30.0001,43.2185,41.5935,28.4839,30.4417,30.4417,31.22762962,41.3435,42.5,42.031,28.20825,28.24785,1618505939,29.53925,-9999,0.2675429,4.102230656,0.1002895,2021-08-10-HF_TSCA1
HF_HFPR_08-18-2021_TSCA_1_19.5,2000.03,9.599775977,8/10/2021,11:51:42,1618588303,LRC,HF_2021,MA,HF,TSCA,1,HFPR,Needleleaf,19.47672,46.3,9.599775977,0.840599841,394.7009913,1.280952381,0.00707845,240.9895435,29.8795,393.42,0.059,400,0.3,1.281,400.02,400,394.701,1618587894,0.160757693,1.003691141,0.369114104,-0.423376924,-104.4153848,18,0.004996542,190.1096556,38,4.996541864,2.4221,2.38036,0.0199954,11183.2,11195.148,0.980005,51120.75977,9958.12,1000.1,779.754,987.62,2.765299954,0.118832923,0.0727851,0.116067149,2.76031,0.001,0,0.03,6.9,0.007,0.478562,2.76739,1618587891,-220.3474962,94,9,1.281,0.0071,6.673025553,2,98.416,17209.4,38.88425779,23.74126172,0.005709989,39.99,1960.04,1681.2249,1681.2249,2.658,2000.03,321.520209,5.986745763,82.26391724,99.9392,99.8133,4.553917393,4.412757424,31.1647,30.0001,43.25,41.625,28.4843,30.6129,30.6129,31.79228723,41.5,42.5,42,28.2082,28.248,1618505940,29.5392,-9999,0.272631457,4.140125968,0.0997338,2021-08-10-HF_TSCA1
HF_HFPR_08-19-2021_BELE_1_15.9,0,-0.528843147,8/19/2021,11:53:12,1618588392,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,-0.528843147,0,399.9370006,0.9709,-0.00858125,395.765693,29.3425,398.966,-0.104,400,0.27,0.971,399.998,400,399.937,1618586403,0,1.000196008,0.019600824,-1.92538461,0.616923172,18,0.001576269,95.50174804,736,1.576268787,3.48,2.8096,0,27.24,29.1896,0,51028.26431,10003.1,1000.02,754.259,1078.13,2.225489466,0.038002588,0.023560361,0.037645724,1.55342,0.003,1,0.03,33.2,-0.009,0.600744,1.54484,1618586397,-69.51345352,5,0,0.971,-0.0086,15.01547034,14,97.7028,2.37,39.11500568,38.70703962,-9999,0,0,0,0,3.12167,0,0,3.383868926,149.9997312,99.7621,99.7708,4.465003319,4.156035944,30.8189,30.0001,42.937,39.75,28.9266,29.5687,29.5687,30.29254384,38.562,41.062,41.937,28.6449,28.6782,1618506029,30.0949,-9999,0.15108986,4.004946084,0.100118,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,10.1139,0.31030357,8/19/2021,11:49:35,1618588176,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,0.31030357,0.843083004,399.1209996,0.9709,-0.00858125,366.9626325,29.3356,398.15,-0.104,400,0.27,0.971,399.994,400,399.121,1618586403,0.165550198,1.000196999,0.019699936,-0.070976909,-5.808692294,18,0.002868175,77.196761,519.5,2.868174858,2.4084,2.334248,0.102669,139.501,138.9692,0.897331,50771.58606,9960.62,999.994,754.28,1078.07,2.21882533,0.071168077,0.043812376,0.069923837,2.3267,0.003,1,0.03,29.6,-0.009,0.601533,2.31812,1618586397,-126.4865113,5,1,0.971,-0.0086,18.45001212,12,97.6899,84.9814,39.02999638,35.88523337,0.036391318,1.04,9.08,8.526857194,8.526857194,3.0124,10.1139,1.674358144,5.004725374,183.558902,99.7533,99.7161,4.529493022,4.148163525,31.0703,30,43.812,40.812,28.9568,29.5358,29.5358,30.12285979,39.625,42.187,42.812,28.6717,28.7052,1618505813,30.2571,-9999,0.226688687,3.921474838,0.0999843,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,24.9684,1.173625226,8/19/2021,11:48:20,1618588101,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,1.173625226,0.843003604,398.4509986,0.9709,-0.00858125,352.0492265,29.3362,397.48,-0.104,400,0.27,0.971,399.978,400,398.451,1618586403,0.165396956,1.000196281,0.019628098,-0.714871794,-1.500307691,18,0.003442107,70.95864516,444.5,3.442106868,2.1713,2.3556,0.100097,295.731,296.3343846,0.899903,50957.37151,10001.9,999.963,754.426,1077.64,2.22511884,0.08657735,0.053128924,0.084748526,2.66928,0.003,1,0.03,28.4,-0.009,0.60125,2.66069,1618586397,-151.7969129,5,1,0.971,-0.0086,19.92311144,11,97.6907,209.953,38.96475015,34.42709442,0.05575827,2.5,22.47,21.04845119,21.04845119,3.1896,24.9684,4.129697365,5.712184554,198.7027492,99.7517,99.696,4.55500673,4.142596091,31.1689,30.0001,44.187,41.25,28.9691,29.5125,29.5125,30.05094804,40.125,42.687,43.125,28.6821,28.7174,1618505738,30.3128,-9999,0.260190391,3.8824057,0.0998697,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,49.9754,2.391394758,8/19/2021,11:46:55,1618588016,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,2.391394758,0.843007203,397.5829972,0.9709,-0.00858125,336.3701237,29.3299,396.612,-0.104,400,0.27,0.971,399.99,400,397.583,1618586403,0.165403902,1.000117534,0.011753408,-0.072410254,-14.5126496,18,0.004075255,64.5764218,359.5,4.075254905,2.1664,2.325246154,0.100151,567.977,569.6059615,0.899849,51055.02482,10026.9,999.925,754.519,1079.45,2.228871642,0.103845179,0.063498372,0.101230266,3.04823,0.003,1,0.03,27,-0.009,0.602034,3.03965,1618586397,-179.7187413,3,0,0.971,-0.0086,21.49014539,10,97.6879,420.224,38.87878482,32.89290979,0.056762787,5.01,44.97,42.12962217,42.12962217,3.07147,49.9754,8.266126142,6.474897528,214.5388916,99.7494,99.6758,4.59066455,4.144506921,31.3059,30,44.562,41.812,28.9816,29.5205,29.5205,30.01002042,40.75,43.187,43.437,28.6961,28.7297,1618505653,30.3773,-9999,0.297240825,3.847266096,0.0999458,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,100.011,4.486599105,8/19/2021,11:46:00,1618587961,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,4.486599105,0.8429967,396.2479947,0.9709,-0.00858125,309.3575944,29.3297,395.277,-0.104,400,0.27,0.971,400.002,400,396.248,1618586403,0.165383632,1.000118123,0.011812282,0.288735051,-7.316923085,18,0.004468407,61.54836007,304.5,4.468407333,2.5628,2.357680769,0.0998937,1124.64,1125.858462,0.900106,50800.59013,9978.75,1000,754.546,1080.43,2.221543884,0.114374324,0.069778315,0.111200838,3.28109,0.003,1,0.03,26.1,-0.009,0.600556,3.27251,1618586397,-197.0567634,3,0,0.971,-0.0086,22.12321752,9,97.6872,841.016,38.74797137,30.25120472,0.053216171,9.99,90.02,84.308943,84.308943,3.29444,100.011,16.54018238,6.926107046,219.9417235,99.7476,99.6644,4.620337236,4.159413823,31.4192,30,44.75,42.187,28.9915,29.5828,29.5828,30.05086742,41.25,43.562,43.625,28.7034,28.7395,1618505598,30.4156,-9999,0.320009503,3.83940432,0.0999734,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,200.015,7.224064444,8/19/2021,11:45:21,1618587922,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,7.224064444,0.8430012,394.5399915,0.9709,-0.00858125,275.1372358,29.3287,393.569,-0.104,400,0.27,0.971,399.997,400,394.54,1618586403,0.165392316,1.000196509,0.019650914,0.243523067,-46.90307701,18,0.004746357,61.09667325,265.5,4.746357079,2.2994,2.33456,0.100018,2223.13,2229.7948,0.899982,50898.21828,10002.5,1000.03,754.294,1077.79,2.225074648,0.12115146,0.073811764,0.117602503,3.44652,0.003,1,0.03,25.4,-0.009,0.600561,3.43794,1618586397,-209.3143472,5,0,0.971,-0.0086,21.68117635,8,97.682,1681.91,38.57893391,26.90348625,0.042844083,20.01,180.01,168.612885,168.612885,3.32102,200.015,33.08094404,7.237256566,215.6489,99.7472,99.6564,4.644976438,4.191225146,31.5128,30.0001,44.875,42.437,28.9965,29.7151,29.7151,30.17897226,41.625,43.812,43.687,28.7107,28.745,1618505559,30.4414,-9999,0.336168862,3.855056284,0.100062,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,300.009,8.343247538,8/19/2021,11:44:44,1618587885,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,8.343247538,0.8429989,393.7769901,0.9709,-0.00858125,264.5540937,29.3302,392.806,-0.104,400,0.27,0.971,399.963,400,393.777,1618586403,0.165387877,1.000157918,0.015791825,-0.293001716,-7.726495709,18,0.004997877,58.31699335,228.5,4.997877442,2.2697,2.342188462,0.099971,3052.03,3053.016154,0.900029,50667.12303,9958.12,999.998,754.211,1079.27,2.218340373,0.127034944,0.077295718,0.123127452,3.59609,0.003,1,0.03,24.8,-0.009,0.600009,3.58751,1618586397,-220.4063952,4,0,0.971,-0.0086,21.00994778,7,97.6832,2522.79,38.50475949,25.86893599,0.032989356,29.99,270.02,252.907257,252.907257,3.07147,300.009,49.61785161,7.513663064,208.0955891,99.7473,99.6508,4.668802301,4.227014014,31.6029,30.0001,45,42.75,29.0039,29.8629,29.8629,30.30682645,42,44.062,43.812,28.7156,28.7518,1618505522,30.4629,-9999,0.350798074,3.87621594,0.0999627,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,499.873,9.25137904,8/19/2021,11:43:59,1618587840,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,9.25137904,0.842401224,393.2129891,0.9709,-0.00858125,257.7380798,29.3271,392.242,-0.104,400,0.27,0.971,400.016,400,393.213,1618586403,0.164234363,1.000157384,0.015738401,0.492415375,13.36307686,18,0.005310767,58.08305126,183.5,5.310767154,2.145,2.351364,0.0800371,4547.65,4547.412,0.919963,50839.08548,9998.12,999.987,754.339,1078.62,2.224402756,0.133366216,0.081047508,0.129077935,3.78303,0.003,1,0.03,24,-0.009,0.600477,3.77445,1618586397,-234.2048315,4,0,0.971,-0.0086,19.26374066,6,97.6816,4227.81,38.44898047,25.20203216,0.021969886,40.01,459.86,421.0936272,421.0936272,2.89427,499.873,82.0963237,7.844830866,190.9278184,99.7458,99.6414,4.704647237,4.296210643,31.7377,30.0001,45.062,43.062,29.0114,30.1456,30.1456,30.5863817,42.437,44.25,43.875,28.723,28.7592,1618505477,30.4842,-9999,0.369071619,3.927139025,0.0999625,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,749.957,9.666453083,8/19/2021,11:43:16,1618587797,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,9.666453083,0.841589706,392.8849886,0.9709,-0.00858125,256.3310576,29.3272,391.914,-0.104,400,0.27,0.971,400.005,400,392.885,1618586403,0.162668133,1.000117798,0.011779846,-0.351207689,69.21307684,18,0.005603045,59.59472221,140.5,5.603044511,2.3066,2.31748,0.0529939,6761.17,6755.74,0.947006,50940.45036,10023.1,1000,754.491,1080.16,2.228237341,0.138543463,0.084107767,0.133929656,3.95576,0.003,1,0.03,23.3,-0.009,0.599019,3.94718,1618586397,-247.0942629,3,0,0.971,-0.0086,16.9351069,5,97.6842,6392.55,38.41790132,25.06509936,0.015315471,39.74,710.21,631.1560911,631.1560911,2.89427,749.957,121.9941047,8.143676074,167.7597736,99.7423,99.6326,4.739523075,4.377204443,31.868,30.0001,45.125,43.312,29.0189,30.4715,30.4715,30.92270063,42.812,44.437,43.875,28.7303,28.7666,1618505434,30.4967,-9999,0.385971407,3.991233036,0.0998906,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,1000.08,9.851139095,8/19/2021,11:42:46,1618587767,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,9.851139095,0.841199604,392.6909884,0.9709,-0.00858125,255.8769371,29.3279,391.721,-0.104,400,0.27,0.971,399.973,400,392.691,1618586403,0.161915236,1.00011795,0.011794998,0.861661539,58.26846148,18,0.005823436,57.34129067,110.5,5.823435584,2.4962,2.377016,0.0399915,9215.86,9209.3488,0.960009,50875.02181,10012.5,1000.01,754.331,1079.96,2.226694968,0.141429302,0.085806873,0.136621664,4.08678,0.003,1,0.03,22.8,-0.009,0.598835,4.0782,1618586397,-256.8135093,3,0,0.97,-0.0086,13.9941266,4,97.6885,8556.34,38.40070591,25.02185001,0.011709886,39.99,960.09,841.2669,841.2669,2.91051,1000.08,161.928189,8.368755731,138.2324843,99.7408,99.6286,4.765362045,4.463372071,31.964,30,45.062,43.437,29.0238,30.8125,30.8125,31.24662603,43.125,44.5,43.937,28.7351,28.7715,1618505404,30.5027,-9999,0.398801509,4.064570562,0.10011,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,1499.92,10.0162049,8/19/2021,11:40:56,1618587656,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,10.0162049,0.840810043,392.5264882,0.9709,-0.00858125,256.6108874,29.3256,391.5555,-0.104,400,0.27,0.971,399.999,400,392.5265,1618586403,0.161163384,1.00009838,0.009837938,-0.334358555,-3.98589741,18,0.006213097,53.14866397,38.75,6.213096364,2.39065,2.366872616,0.02700295,14435.8,14437.12993,0.972997,50801.86407,10001.875,999.9885,754.4605,1080.41,2.22494661,0.146079691,0.088540833,0.140952236,4.31779,0.003,1,0.03,21.65,-0.009,0.597741,4.30921,1618586397,-273.9975497,2.5,0,0.971,-0.0086,7.882518456,1,97.6801,12880.45,38.38132704,25.09146132,0.007942133,40.5,1459.42,1261.1478,1261.1478,2.9238,1499.92,241.732182,8.791324074,77.53151316,99.73815,99.6199,4.792898628,4.620404486,32.0658,30,45.062,43.4685,29.03875,31.41945,31.41945,31.821676,43.2495,44.4685,43.937,28.748,28.78505,1618505333,30.5081,-9999,0.421355327,4.199049159,0.1001215,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_BELE_1_15.9,2000.13,9.963387309,8/19/2021,11:41:34,1618587695,LRC,HF_2021,MA,HF,BELE,1,HFPR,Broadleaf,15.91056,29.6,9.963387309,0.840599961,392.4799884,0.9709,-0.00858125,257.3489981,29.3265,391.509,-0.104,400,0.27,0.971,399.986,400,392.48,1618586403,0.160757925,1.000117517,0.011751656,-1.096076936,-126.4692305,18,0.006491307,52.39532416,38.5,6.491307471,2.1577,2.414364,0.0199998,19828.5,19841.396,0.98,51062.63334,10058.1,999.994,754.375,1079.69,2.233528239,0.147419897,0.089339293,0.142219785,4.48305,0.003,1,0.03,21.6,-0.009,0.597547,4.47447,1618586397,-286.2666595,3,0,0.971,-0.0086,1.579791545,2,97.6832,17210.2,38.3779459,25.16440639,0.00592597,40,1960.13,1681.3092,1681.3092,2.94004,2000.13,321.536748,9.083819254,15.5454441,99.7392,99.6141,4.816563882,4.781519485,32.1529,30.0002,45.062,43.5,29.0387,32.0238,32.0238,32.4187709,43.437,44.437,43.937,28.7473,28.7856,1618505332,30.5071,-9999,0.437527957,4.343991528,0.0999916,2021-08-19-HF_BELE1
HF_HFPR_08-19-2021_PIRU_1_20.9,0,-4.916801868,8/18/2021,20:00:40,1618617641,LRC,HF_2021,MA,HF,PIRU,1,HFPR,Needleleaf,20.93976,30.4,-4.916801868,0,401.9560045,-0.049190476,-0.0902865,528.5856259,30.3305,402.006,-0.038,400,0.33,-0.049,399.98,400,401.956,1618614681,0,1.002298703,0.229870324,4.861196486,2.22461541,18,0.001805651,23.18791834,765.0999999,1.805651255,2.06,1.799615385,0,38.86,38.84192308,0,51451.29003,10046.2,1000.09,792.489,1020.51,2.743406145,0.051973912,0.032193771,0.051433031,11.8955,-0.001,4,0.05,49.3,-0.09,10.9636,11.8052,1618614682,-79.62922036,59,6,-0.05,-0.0903,7.804564937,14,98.3848,2.73,39.5865252,52.05760821,-9999,0,0,0,0,2.658,0,0,24.79722282,95.01257377,99.2802,99.3282,4.688556634,4.520363344,31.6773,30,43.937,40.75,29.9006,31.0349,31.0349,31.1798974,39.562,42.062,42.937,29.6037,29.6487,1618535278,30.9615,-9999,1.162631835,3.357731508,0.0999216,2021-08-18-HF_PIRU1
HF_HFPR_08-19-2021_PIRU_1_20.9,9.95497,-4.017089864,8/18/2021,19:55:47,1618617348,LRC,HF_2021,MA,HF,PIRU,1,HFPR,Needleleaf,20.93976,30.4,-4.017089864,0.842984925,401.5260037,-0.049190476,-0.0902865,495.8109181,30.3193,401.576,-0.038,400,0.33,-0.049,400.001,400,401.526,1618614681,0.165360905,1.002334976,0.233497562,-0.2866735,-3.819145272,18,0.001947913,34.45540656,472.0999999,1.947912652,2.5079,2.393361538,0.0998688,101.121,101.9500769,0.900131,51512.39955,10072.5,1000.04,791.094,1019.57,2.748692678,0.053834869,0.033336435,0.053255896,11.2647,-0.001,4,0.05,44.4,-0.09,10.2659,11.1744,1618614682,-85.90294797,60,6,-0.05,-0.0903,9.023789652,12,98.3839,83.7143,39.54394356,48.82951237,-0.478687166,0.99,8.96,8.391889635,8.391889635,2.59893,9.95497,1.646162844,22.94784506,109.688402,99.2897,99.337,4.795662434,4.598479041,32.076,30.0001,45.187,42.187,29.9083,31.3358,31.3358,31.55078361,41.062,43.625,44.125,29.6037,29.6487,1618534985,31.1612,-9999,1.100501185,3.497977856,0.100241,2021-08-18-HF_PIRU1
HF_HFPR_08-19-2021_PIRU_1_20.9,25.2119,-3.229257783,8/18/2021,19:54:26,1618617267,LRC,HF_2021,MA,HF,PIRU,1,HFPR,Needleleaf,20.93976,30.4,-3.229257783,0.84297501,401.133003,-0.049190476,-0.0902865,470.994596,30.3269,401.182,-0.038,400,0.33,-0.049,399.989,400,401.133,1618614681,0.165341769,1.002306095,0.23060946,0.113846141,-7.02107691,18,0.001999908,37.35561232,391.0999999,1.999908333,2.2575,2.313904,0.0990608,175.974,175.90824,0.900939,51286.75953,10031.2,999.988,790.479,1019.93,2.7403755,0.054495213,0.033740573,0.053900255,11.081,-0.001,4,0.05,43.1,-0.09,10.0577,10.9907,1618614682,-88.19595747,59,6,-0.049,-0.0903,9.263768463,11,98.3847,212.064,39.50544023,46.38573422,-0.151943609,2.5,22.71,21.25300165,21.25300165,2.59893,25.2119,4.168580149,22.39136432,112.1192212,99.2911,99.3377,4.834074156,4.630589703,32.2171,30.0002,45.562,42.687,29.9083,31.4582,31.4582,31.69190126,41.687,44.125,44.437,29.6012,29.6487,1618534904,31.2158,-9999,1.082415156,3.548174547,0.0999421,2021-08-18-HF_PIRU1
HF_HFPR_08-19-2021_PIRU_1_20.9,50.0015,-2.303405046,8/18/2021,19:53:42,1618617223,LRC,HF_2021,MA,HF,PIRU,1,HFPR,Needleleaf,20.93976,30.4,-2.303405046,0.843006,400.6940021,-0.049190476,-0.0902865,444.1295419,30.3272,400.743,-0.038,400,0.33,-0.049,399.987,400,400.694,1618614681,0.16540158,1.002323438,0.232343804,-0.012246152,-12.72331625,18,0.002003172,44.74235045,347.0999999,2.003171869,2.1293,2.307807692,0.100133,293.394,294.9994231,0.899867,50904.80722,9956.25,1000.04,790.4,1019.89,2.725221822,0.054186577,0.033549524,0.053595067,10.9834,-0.001,4,0.05,42.3,-0.09,9.95855,10.8931,1618614682,-88.33987943,59,6,-0.049,-0.0903,9.580853571,10,98.3852,420.446,39.46239721,43.74015158,-0.054645778,5.01,44.99,42.15156451,42.15156451,2.59893,50.0015,8.270327102,22.08345137,115.2310492,99.2931,99.3388,4.857973745,4.646902885,32.3044,30.0001,45.75,43,29.9083,31.5201,31.5201,31.80140358,42,44.437,44.562,29.6012,29.6461,1618534860,31.2428,-9999,1.072808269,3.574094616,0.0999208,2021-08-18-HF_PIRU1
HF_HFPR_08-19-2021_PIRU_1_20.9,99.9269,-1.158893344,8/18/2021,19:52:52,1618617173,LRC,HF_2021,MA,HF,PIRU,1,HFPR,Needleleaf,20.93976,30.4,-1.158893344,0.843005104,400.1390011,-0.049190476,-0.0902865,410.1647031,30.3245,400.189,-0.038,400,0.33,-0.049,399.976,400,400.139,1618614681,0.16539985,1.002313438,0.231343843,-0.3539111,-32.877812,18,0.002027946,55.68508494,297.0999999,2.027946295,2.2387,2.309419231,0.100133,536.165,540.7666923,0.899867,51124.32828,10005,1000.01,790.364,1020.53,2.735039465,0.054332655,0.033640252,0.053740081,10.875,-0.001,4,0.05,41.5,-0.09,9.83845,10.7847,1618614682,-89.43243161,59,6,-0.05,-0.0903,9.846971511,9,98.3827,840.251,39.40680281,40.39416186,-0.013757225,10.01,89.92,84.23888668,84.23888668,2.59893,99.9269,16.52789426,21.72844451,118.7426508,99.2934,99.3417,4.888096247,4.67031317,32.4139,30.0001,45.937,43.375,29.9057,31.6086,31.6086,31.95746963,42.437,44.75,44.75,29.5987,29.6461,1618534810,31.2692,-9999,1.062107281,3.60820589,0.100084,2021-08-18-HF_PIRU1
HF_HFPR_08-19-2021_PIRU_1_20.9,199.881,0.473819211,8/18/2021,19:52:12,1618617133,LRC,HF_2021,MA,HF,PIRU,1,HFPR,Needleleaf,20.93976,30.4,0.473819211,0.8430003,399.3779996,-0.049190476,-0.0902865,362.1408647,30.3193,399.427,-0.038,400,0.33,-0.049,399.988,400,399.378,1618614681,0.165390579,1.002314315,0.231431472,-0.138324794,-73.78020517,18,0.002046748,74.07547502,257.0999999,2.046747977,2.3549,2.367546154,0.0999965,996.41,1005.980269,0.900004,51105.0152,10004.4,999.973,789.91,1020.51,2.734967487,0.054353299,0.033652906,0.053760261,10.7896,-0.001,4,0.05,40.8,-0.09,9.74426,10.6994,1618614682,-90.2615858,59,6,-0.049,-0.0902,10.06198148,8,98.3851,1680.8,39.33280659,35.66550136,0.002811988,19.99,179.89,168.499743,168.499743,2.59893,199.881,33.05843439,21.42944322,121.216645,99.2952,99.3424,4.917216564,4.693826081,32.5192,30.0001,46.062,43.625,29.9057,31.6971,31.6971,32.16109042,42.812,45.062,44.875,29.5982,29.6436,1618534770,31.2883,-9999,1.053732132,3.640093949,0.100061,2021-08-18-HF_PIRU1
